16	485828,655253	31	485822,904433	5094	460776,607286	5078	462619,072034	10141	359094,867663	10109	362275,838836	15391	211113,954473	15297	211237,640961	20453	193356,750409	20500	192071,789765	25906	177123,304878	25656	177648,110091	31141	170007,056393	30844	170122,957822	35875	165834,382920	35750	166682,229386	41437	164973,656877	41469	163669,571793	46562	160475,635959	47297	160858,184619	51641	158651,491751	51609	158648,450635	
766	485077,250093	781	485077,250093	6797	451772,575363	6828	450836,513495	12844	306565,024373	12922	306540,833067	19312	200103,973369	19266	200103,973369	24922	185069,215989	24797	184839,517801	30984	173126,094380	30750	176672,224461	37266	169678,385752	37469	167479,402550	43266	166190,666159	43000	164973,656877	49500	161103,171512	49219	160508,058979	55297	158661,687644	55797	158605,580006	60969	156985,380831	60891	156829,174472	
1609	483412,829194	1672	483412,829194	8312	422567,402881	8344	421040,731346	16500	211464,968464	16844	211132,985187	24094	188122,790921	24047	188214,727624	30203	177168,628724	29937	176465,236901	36547	170449,978673	37672	167515,053050	44891	162556,840264	44922	162404,444228	52375	160787,922120	51750	160169,543923	58953	158853,783917	58953	158397,620553	65375	156708,524738	65141	156815,664120	71594	155089,526922	71734	154983,738546	
2641	480801,927333	2719	480801,927333	10094	376294,716922	10156	373960,114252	20297	199987,907342	21031	197962,120371	29328	178937,762129	29141	178214,262977	36062	171085,160194	36172	169174,643221	44516	162991,208382	45125	162414,401345	55469	160535,760048	54734	160068,907672	61672	158768,171028	61031	158319,030294	69641	157130,455731	69297	156475,018828	75516	154966,763650	75156	155012,407712	83437	153456,676359	83656	153273,392979	
3516	476792,898207	3719	476792,898207	12969	309697,350649	12969	306557,626900	24875	187961,888059	25734	187384,054028	35000	171739,265497	35156	170822,470596	43359	167727,345003	43484	166702,892309	53328	160308,344458	54641	160059,226771	65719	158794,849497	64687	158009,824826	72266	156966,186797	71578	156424,588451	81484	155235,570774	80312	154662,099315	86719	153182,660315	86922	153293,623858	92797	151578,747498	93016	151749,430561	
4406	471011,256146	4547	471011,256146	16594	212515,816050	17125	210946,003300	29906	179398,429077	30891	180474,799941	42000	167192,925778	42187	166273,303329	52750	162658,155075	52422	162126,434754	63094	158601,559041	64687	158030,685900	76281	156755,418948	74937	156240,268112	84062	155146,929931	82937	154543,900881	91219	153730,922111	89844	152702,497499	96859	151442,660470	96359	151421,608287	105062	149864,261971	105578	149947,706696	
5703	462619,072034	6094	459266,354933	20391	199261,969758	20672	199240,927780	35781	172256,069324	37422	174059,104670	49531	164546,689484	50125	163474,818300	61766	160759,612260	61766	160150,819944	73234	156415,187596	74953	156024,831871	86953	155000,631552	85984	154607,818040	93297	153318,704969	92406	152669,667003	102937	151858,912101	101437	150951,726054	108406	149764,093121	108828	149869,540677	115312	148163,847057	115906	148240,682208	
7344	446080,473123	7859	435110,361094	25141	188105,797423	25281	187988,231042	43297	168347,843685	45516	165824,733768	59047	162300,911179	59641	161251,203104	72531	158588,779768	72187	158050,218893	85156	154588,871496	86375	154303,894431	96750	153217,894285	95422	152733,149817	105687	151564,990019	104531	151017,843522	113219	150183,634443	111844	149373,858413	119609	147967,351964	119875	147949,677398	126469	146421,637007	127219	146752,643619	
8859	413254,634550	9578	395763,278813	30203	179819,513830	30297	181035,599919	52437	163906,768725	55297	163277,151346	69641	160115,414158	70031	159261,116281	84422	157110,490653	84203	156250,927938	94437	152647,043607	95781	152565,061677	109391	151318,214652	107766	151047,148107	116812	149850,139624	114984	149228,923132	125172	148400,697453	123375	147593,335345	131016	146118,629384	130969	146198,368289	136125	144866,441157	137109	145062,038486	
11203	362275,838836	12422	336857,047166	36203	172737,491908	36844	174589,710374	62312	161838,994074	64766	161103,438412	81141	158159,658319	81141	157218,883632	93437	155079,455039	93391	154228,321622	106359	151075,683536	107766	150869,469048	120141	149544,350783	118422	149316,831490	127906	148137,516673	126516	147468,855826	135219	146561,632406	133875	145751,230174	142156	144540,483313	141422	144713,535978	147656	143369,740097	148266	143586,173576	
13922	291375,611890	15531	232981,061135	44344	167651,755305	44750	167402,771054	72531	159587,262092	74781	159034,279306	90344	156776,213828	90531	155378,236704	106297	153268,749247	105812	152507,126714	116859	149582,224681	118922	149151,121321	130719	147757,399093	129469	147842,183454	138219	146418,312184	136516	145948,617013	146187	144932,314411	145281	144087,523123	151156	143149,182124	151000	143055,755147	156844	141767,347505	157812	142134,497951	
