n	ne	e	se	s	sw	w	nw	c	distance	1-live	1-kitchen	2-live	2-kitchen	3-live	3-kitchen	4-live	4-kitchen	1	last	any	n-floor	kirpich	panel	block	price
0	0	0	0	0	1	0	0	0	0,352574486	0,085714286	0	0	0	0	0	0	0	1	0	0	0,2	1	0	0	5357
0	0	0	0	0	1	0	0	0	0,246216607	0,142857143	0,1	0	0	0	0	0	0	0	0	1	0,2	1	0	0	4900
0	0	0	0	0	1	0	0	0	0,595841284	0	0	0	0	0	0,066666667	0	0	1	0	0	0,4	1	0	0	3870
0	0	0	0	0	1	0	0	0	0,386891245	0	0	0	0	0	0,066666667	0	0	0	0	1	0,4	1	0	0	5060
0	0	0	0	0	1	0	0	0	0,236514408	0	0	0	0	0	0,266666667	0	0	0	0	1	0,5	1	0	0	4735
0	0	0	0	0	1	0	0	0	0,215386536	0	0	0	0	0	0	0	0,642857143	0	0	1	0,9	1	0	0	5100
0	0	0	0	0	1	0	0	0	0,215386536	0	0	0	0	0	0	0	0,285714286	0	0	1	0,9	1	0	0	5200
0	0	0	0	0	1	0	0	0	0,827023367	0	0	0,235294118	0,066666667	0	0	0	0	0	0	1	0,2	0	1	0	3645
0	0	0	0	0	1	0	0	0	0,380244684	0	0	0,338235294	0,2	0	0	0	0	0	0	1	1	0	1	0	4000
0	0	0	0	0	1	0	0	0	0,117358966	0	0	0,191176471	0,066666667	0	0	0	0	0	0	1	0,5	0	1	0	4555
0	0	0	0	0	1	0	0	0	0,595015845	0,514285714	0,1	0	0	0	0	0	0	0	0	1	0,2	0	1	0	4186
0	0	0	0	0	1	0	0	0	0,346037425	0,542857143	0,1	0	0	0	0	0	0	0	0	1	0,2	0	1	0	5454
0	0	0	0	0	1	0	0	0	0,205612514	0,942857143	0,4	0	0	0	0	0	0	0	0	1	0,4	0	1	0	5862
0	0	0	0	0	1	0	0	0	0,608783006	0	0	0	0	0	0,066666667	0	0	0	0	1	0,2	0	1	0	3844
0	0	0	0	0	1	0	0	0	0,393381219	0	0	0	0	0	0,066666667	0	0	1	0	0	0,2	0	1	0	4111
0	0	0	0	0	1	0	0	0	0,260075063	0	0	0	0	0,033783784	0,266666667	0	0	1	0	0	0,2	0	1	0	3421
0	0	0	0	0	1	0	0	0	0,215386536	0	0	0	0	0	0	0	0,285714286	0	0	1	0,9	0	1	0	5833
0	0	0	0	0	1	0	0	0	0,215386536	0	0	0	0	0	0	0	0,285714286	0	0	1	0,9	0	1	0	5333
0	0	0	0	0	1	0	0	0	0,812252395	0	0	0,647058824	0,333333333	0	0	0	0	0	0	1	0,8	0	0	1	4144
0	0	0	0	0	1	0	0	0	0,423372652	0	0	0,661764706	0,466666667	0	0	0	0	0	1	0	0,8	0	0	1	4935
0	0	0	0	0	1	0	0	0	0,37087373	0	0	0,661764706	0,333333333	0	0	0	0	0	0	1	0,8	0	0	1	5324
0	0	0	0	0	1	0	0	0	0,122937757	0	0	0,573529412	0,266666667	0	0	0	0	0	0	1	0,9	0	0	1	4577
0	0	0	0	0	1	0	0	0	0,633756258	1	0,5	0	0	0	0	0	0	1	0	0	0,2	0	0	1	3260
0	0	0	0	0	1	0	0	0	0,386355271	1	0,4	0	0	0	0	0	0	1	0	0	1	0	0	1	5000
0	0	0	0	0	1	0	0	0	0,368056712	1	0,5	0	0	0	0	0	0	1	0	0	0,4	0	0	1	4285
0	0	0	0	0	1	0	0	0	0,341036955	1	0,4	0	0	0	0	0	0	0	1	0	0,2	0	0	1	3904
0	0	0	0	0	1	0	0	0	0,24081547	1	0,4	0	0	0	0	0	0	0	1	0	0,4	0	0	1	5487
0	0	0	0	0	1	0	0	0	0,828744903	0	0	0	0	0,087837838	0,266666667	0	0	0	0	1	0,5	0	0	1	4000
0	0	0	0	0	1	0	0	0	0,339386241	0	0	0	0	0,094594595	0,266666667	0	0	0	0	1	0,5	0	0	1	3939
0	0	0	0	0	1	0	0	0	0,315563004	0	0	0	0	0,087837838	0,333333333	0	0	0	0	1	1	0	0	1	4615
0	0	0	0	0	1	0	0	0	0,267386768	0	0	0	0	0,202702703	0,333333333	0	0	0	0	1	0,2	0	0	1	4878
0	0	0	0	0	0	1	0	0	0,658383458	0	0	0,088235294	0,266666667	0	0	0	0	0	0	1	1	1	0	0	4526
0	0	0	0	0	0	1	0	0	0,154534405	0	0	0,014705882	0,2	0	0	0	0	0	0	1	0,5	1	0	0	5060
0	0	0	0	0	0	1	0	0	0,00052224	0	0	0,102941176	0,266666667	0	0	0	0	1	0	0	1	1	0	0	4102
0	0	0	0	0	0	1	0	0	0,664803551	0,2	0,1	0	0	0	0	0	0	0	0	1	0,4	1	0	0	5000
0	0	0	0	0	0	1	0	0	0,272815966	0,171428571	0,1	0	0	0	0	0	0	0	0	1	0,2	1	0	0	4677
0	0	0	0	0	0	1	0	0	0,003300728	0,2	0,1	0	0	0	0	0	0	1	0	0	0,2	1	0	0	4343
0	0	0	0	0	0	1	0	0	0,628942483	0	0	0	0	0	0,066666667	0	0	0	0	1	0,2	1	0	0	4375
0	0	0	0	0	0	1	0	0	0,403880385	0	0	0	0	0	0,333333333	0	0	1	0	0	0,5	1	0	0	4571
0	0	0	0	0	0	1	0	0	0,362486704	0	0	0	0	0	0	0	0	0	1	0	0,4	1	0	0	5312
0	0	0	0	0	0	1	0	0	0,34364717	0	0	0	0	0	0,333333333	0	0	0	0	1	0,5	1	0	0	5571
0	0	0	0	0	0	1	0	0	0,239317861	0	0	0	0	0	0,333333333	0	0	0	0	1	0,5	1	0	0	5714
0	0	0	0	0	0	1	0	0	0,008206598	0	0	0	0	0	0,333333333	0	0	0	0	1	0,5	1	0	0	3921
0	0	0	0	0	0	1	0	0	0,309712171	0	0	0	0	0	0	0	0,357142857	0	0	1	0,9	1	0	0	5681
0	0	0	0	0	0	1	0	0	0,309712171	0	0	0	0	0	0	0	0,285714286	0	0	1	0,9	1	0	0	5454
0	0	0	0	0	0	1	0	0	0,675955414	0	0	0,279411765	0,2	0	0	0	0	0	0	1	0,8	0	1	0	5686
0	0	0	0	0	0	1	0	0	0,173980796	0	0	0,323529412	0,266666667	0	0	0	0	0	0	1	0,8	0	1	0	5240
0	0	0	0	0	0	1	0	0	0,000442818	0	0	0,323529412	0,266666667	0	0	0	0	0	0	1	0,8	0	1	0	3172
0	0	0	0	0	0	1	0	0	0,705148978	0,942857143	0,4	0	0	0	0	0	0	0	0	1	0,4	0	1	0	5344
0	0	0	0	0	0	1	0	0	0,282045531	0,6	0,1	0	0	0	0	0	0	0	0	1	0,4	0	1	0	4934
0	0	0	0	0	0	1	0	0	0,003749723	0,542857143	0,1	0	0	0	0	0	0	0	0	1	0,2	0	1	0	3613
0	0	0	0	0	0	1	0	0	0,671286249	0	0	0	0	0	0,066666667	0	0	1	0	0	0,2	0	1	0	4318
0	0	0	0	0	0	1	0	0	0,338212054	0	0	0	0	0	0,266666667	0	0	0	0	1	0,5	0	1	0	5208
0	0	0	0	0	0	1	0	0	0,26924659	0	0	0	0	0	0,133333333	0	0	0	0	1	0,5	0	1	0	5000
0	0	0	0	0	0	1	0	0	0,206040518	0	0	0	0	0	0,066666667	0	0	0	0	1	1	0	1	0	4375
0	0	0	0	0	0	1	0	0	0,075310768	0	0	0	0	0	0,066666667	0	0	0	0	1	0,5	0	1	0	4555
0	0	0	0	0	0	1	0	0	0,309712171	0	0	0	0	0	0	0	0,214285714	0	0	1	0,9	0	1	0	5967
0	0	0	0	0	0	1	0	0	0,309712171	0	0	0	0	0	0	0	0,214285714	0	0	1	0,9	0	1	0	5750
0	0	0	0	0	0	1	0	0	0,644834122	0	0	0,338235294	0,066666667	0	0	0	0	1	0	0	0,2	0	0	1	4000
0	0	0	0	0	0	1	0	0	0,259714772	0	0	0,632352941	0,333333333	0	0	0	0	0	1	0	0,9	0	0	1	5333
0	0	0	0	0	0	1	0	0	0,153893049	0	0	0,411764706	0,133333333	0	0	0	0	0	0	1	0,4	0	0	1	5166
0	0	0	0	0	0	1	0	0	0,000465801	0	0	0,676470588	0,333333333	0	0	0	0	0	0	1	0,8	0	0	1	4487
0	0	0	0	0	0	1	0	0	0,709070015	1	0,3	0	0	0	0	0	0	0	0	1	0,2	0	0	1	5313
0	0	0	0	0	0	1	0	0	0,316000771	1	0,5	0	0	0	0	0	0	0	0	1	0,4	0	0	1	5000
0	0	0	0	0	0	1	0	0	0,312299028	1	0,6	0	0	0	0	0	0	0	1	0	0,4	0	0	1	5306
0	0	0	0	0	0	1	0	0	0,251215951	1	0,3	0	0	0	0	0	0	0	1	0	0,2	0	0	1	4415
0	0	0	0	0	0	1	0	0	0,003161883	1	0,4	0	0	0	0	0	0	0	0	1	0,8	0	0	1	3656
0	0	0	0	0	0	1	0	0	0,306721241	0	0	0	0	0,081081081	0,333333333	0	0	1	0	0	1	0	0	1	5000
0	0	0	0	0	0	1	0	0	0,215984543	0	0	0	0	0,081081081	0,4	0	0	0	0	1	0,5	0	0	1	4218
0	0	0	0	0	0	1	0	0	0,085614559	0	0	0	0	0,094594595	0,266666667	0	0	0	0	1	0,5	0	0	1	3863
0	0	0	0	0	0	1	0	0	0,274142893	0	0	0	0	0	0	0,707446809	0,428571429	0	0	1	0,9	0	0	1	6000
0	0	0	0	0	0	1	0	0	0,205755083	0	0	0	0	0	0	0,085106383	0,428571429	1	0	0	0,9	0	0	1	4615
0	0	0	0	0	0	0	1	0	0,647521496	0	0	0,117647059	0,266666667	0	0	0	0	0	0	1	0,5	1	0	0	4000
0	0	0	0	0	0	0	1	0	0,212568537	0	0	0,117647059	0,333333333	0	0	0	0	0	0	1	0,9	1	0	0	4625
0	0	0	0	0	0	0	1	0	0,044997852	0	0	0,088235294	0,333333333	0	0	0	0	0	0	1	0,8	1	0	0	4605
0	0	0	0	0	0	0	1	0	0,402483065	0,171428571	0,1	0	0	0	0	0	0	0	1	0	0,2	1	0	0	4354
0	0	0	0	0	0	0	1	0	0,272438024	0,257142857	0,4	0	0	0	0	0	0	0	0	1	0,2	1	0	0	4705
0	0	0	0	0	0	0	1	0	0,018287478	0,514285714	0,4	0	0	0	0	0	0	0	0	1	0,2	1	0	0	3837
0	0	0	0	0	0	0	1	0	0,320856471	0	0	0	0	0	0,266666667	0	0	0	0	1	0,5	1	0	0	4285
0	0	0	0	0	0	0	1	0	0,167125059	0	0	0	0	0	0,066666667	0	0	0	0	1	0,2	1	0	0	5000
0	0	0	0	0	0	0	1	0	0,102025378	0	0	0	0	0	0,066666667	0	0	0	1	0	0,2	1	0	0	5161
0	0	0	0	0	0	0	1	0	0,441045679	0	0	0	0	0	0	0	0,214285714	0	0	1	0,4	1	0	0	5384
0	0	0	0	0	0	0	1	0	0,329191727	0	0	0	0	0	0	0	0,571428571	0	0	1	0,4	1	0	0	5000
0	0	0	0	0	0	0	1	0	0,24502485	0	0	0	0	0	0	0	0,285714286	0	0	1	0,9	1	0	0	5111
0	0	0	0	0	0	0	1	0	0,149063606	0	0	0	0	0	0	0	0	0	0	1	0,2	1	0	0	4531
0	0	0	0	0	0	0	1	0	0,095722372	0	0	0	0	0	0	0	0	1	0	0	0,8	1	0	0	4666
0	0	0	0	0	0	0	1	0	0,626766507	0	0	0,161764706	0,066666667	0	0	0	0	0	0	1	0,4	0	1	0	4627
0	0	0	0	0	0	0	1	0	0,233905871	0	0	0,294117647	0,2	0	0	0	0	0	1	0	0,5	0	1	0	4615
0	0	0	0	0	0	0	1	0	0,207329883	0	0	0,205882353	0,066666667	0	0	0	0	0	0	1	0,4	0	1	0	3869
0	0	0	0	0	0	0	1	0	0,044966673	0	0	0,205882353	0,133333333	0	0	0	0	0	0	1	0,5	0	1	0	4717
0	0	0	0	0	0	0	1	0	0,61471943	0,428571429	0,1	0	0	0	0	0	0	0	0	1	0,4	0	1	0	4375
0	0	0	0	0	0	0	1	0	0,247242725	0,514285714	0,1	0	0	0	0	0	0	0	0	1	0,2	0	1	0	3837
0	0	0	0	0	0	0	1	0	0,099373154	0,457142857	0,1	0	0	0	0	0	0	1	0	0	0,2	0	1	0	4024
0	0	0	0	0	0	0	1	0	0,340564505	0	0	0	0	0	0,133333333	0	0	0	1	0	0,5	0	1	0	4285
0	0	0	0	0	0	0	1	0	0,153360619	0	0	0	0	0	0,066666667	0	0	0	0	1	0,2	0	1	0	4186
0	0	0	0	0	0	0	1	0	0,091886706	0	0	0	0	0	0,066666667	0	0	1	0	0	0,2	0	1	0	4000
0	0	0	0	0	0	0	1	0	0,36148307	0	0	0	0	0	0	0,021276596	0,5	0	0	1	0,4	0	1	0	4833
0	0	0	0	0	0	0	1	0	0,319303436	0	0	0	0	0	0	0,015957447	0,357142857	0	0	1	0,4	0	1	0	4615
0	0	0	0	0	0	0	1	0	0,319303436	0	0	0	0	0	0	0,015957447	0,357142857	0	0	1	0,4	0	1	0	4923
0	0	0	0	0	0	0	1	0	0,293819078	0	0	0	0	0	0	0,095744681	0,571428571	0	0	1	0,4	0	1	0	4375
0	0	0	0	0	0	0	1	0	0,216734387	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	4852
0	0	0	0	0	0	0	1	0	0,10388073	0	0	0	0	0	0	0	0	0	0	1	0,2	0	1	0	4304
0	0	0	0	0	0	0	1	0	0,632439768	0	0	0,411764706	0,133333333	0	0	0	0	0	0	1	0,2	0	0	1	4333
0	0	0	0	0	0	0	1	0	0,219303384	0	0	0,308823529	0,066666667	0	0	0	0	0	0	1	0,4	0	0	1	3886
0	0	0	0	0	0	0	1	0	0,047695599	0	0	0,470588235	0,133333333	0	0	0	0	0	0	1	0,5	0	0	1	3984
0	0	0	0	0	0	0	1	0	0,370359946	0,857142857	0,1	0	0	0	0	0	0	0	0	1	0,2	0	0	1	4000
0	0	0	0	0	0	0	1	0	0,239649856	1	0,5	0	0	0	0	0	0	0	0	1	0,2	0	0	1	5000
0	0	0	0	0	0	0	1	0	0,102806256	1	1	0	0	0	0	0	0	0	0	1	0,8	0	0	1	5609
0	0	0	0	0	0	0	1	0	0,333324665	0	0	0	0	0,128378378	0,333333333	0	0	0	1	0	0,5	0	0	1	3788
0	0	0	0	0	0	0	1	0	0,102735021	0	0	0	0	0,040540541	0,133333333	0	0	0	0	1	0,2	0	0	1	4568
0	0	0	0	0	0	0	1	0	0,441045679	0	0	0	0	0	0	0,042553191	0,285714286	0	0	1	0,4	0	0	1	5714
0	0	0	0	0	0	0	1	0	0,349654017	0	0	0	0	0	0	0,287234043	0,642857143	0	0	1	0,4	0	0	1	4353
0	0	0	0	0	0	0	1	0	0,329191727	0	0	0	0	0	0	0,255319149	0,428571429	0	0	1	0,4	0	0	1	4181
0	0	0	0	0	0	0	1	0	0,300825753	0	0	0	0	0	0	0,234042553	0,428571429	0	1	0	0,2	0	0	1	5660
0	0	0	0	0	0	0	1	0	0,278548409	0	0	0	0	0	0	0,132978723	0,285714286	0	0	1	0,4	0	0	1	5747
0	0	0	0	0	0	0	1	0	0,24502485	0	0	0	0	0	0	0,154255319	0,285714286	0	1	0	0,9	0	0	1	4725
0	0	0	0	0	0	0	0	1	0,748461491	0	0	0,044117647	0,2	0	0	0	0	1	0	0	0,8	1	0	0	4857
0	0	0	0	0	0	0	0	1	0,508035068	0	0	0,014705882	0,066666667	0	0	0	0	1	0	0	0,4	1	0	0	5606
0	0	0	0	0	0	0	0	1	0,25809963	0	0	0	0,066666667	0	0	0	0	0	0	1	0,2	1	0	0	4354
0	0	0	0	0	0	0	0	1	0,875391328	0,571428571	0,9	0	0	0	0	0	0	0	0	1	0,5	1	0	0	5333
0	0	0	0	0	0	0	0	1	0,527776855	0,142857143	0,1	0	0	0	0	0	0	0	0	1	0,4	1	0	0	4933
0	0	0	0	0	0	0	0	1	0,208916736	0,085714286	0,1	0	0	0	0	0	0	0	0	1	0,2	1	0	0	4642
0	0	0	0	0	0	0	0	1	0,808881347	0	0	0	0	0	0,266666667	0	0	0	0	1	0,4	1	0	0	3000
0	0	0	0	0	0	0	0	1	0,504525813	0	0	0	0	0	0,133333333	0	0	0	0	1	0,4	1	0	0	5625
0	0	0	0	0	0	0	0	1	0,264071403	0	0	0	0	0	0,333333333	0	0	0	0	1	0,5	1	0	0	6000
0	0	0	0	0	0	0	0	1	0,6853914	0	0	0	0	0	0	0	0,071428571	0	0	1	0,9	1	0	0	5500
0	0	0	0	0	0	0	0	1	0,509445595	0	0	0	0	0	0	0	0,214285714	0	0	1	0,9	1	0	0	5300
0	0	0	0	0	0	0	0	1	0,509445595	0	0	0	0	0	0	0	0,285714286	0	0	1	0,9	1	0	0	5000
0	0	0	0	0	0	0	0	1	0,830470022	0	0	0,323529412	0,266666667	0	0	0	0	0	0	1	0,8	0	1	0	5000
0	0	0	0	0	0	0	0	1	0,502431907	0	0	0,191176471	0,066666667	0	0	0	0	1	0	0	0,5	0	1	0	5333
0	0	0	0	0	0	0	0	1	0,236186757	0	0	0,088235294	0,133333333	0	0	0	0	0	0	1	0,4	0	1	0	5263
0	0	0	0	0	0	0	0	1	0,815072331	1	0,6	0	0	0	0	0	0	0	0	1	0,2	0	1	0	5419
0	0	0	0	0	0	0	0	1	0,540737378	1	0,6	0	0	0	0	0	0	0	0	1	0,9	0	1	0	4492
0	0	0	0	0	0	0	0	1	0,235532815	0,6	0,4	0	0	0	0	0	0	0	0	1	0,2	0	1	0	3847
0	0	0	0	0	0	0	0	1	0,677362486	0	0	0	0	0	0,066666667	0	0	0	0	1	0,2	0	1	0	4666
0	0	0	0	0	0	0	0	1	0,510152326	0	0	0	0	0	0,266666667	0	0	0	1	0	0,5	0	1	0	5106
0	0	0	0	0	0	0	0	1	0,298954945	0	0	0	0	0	0	0	0	0	0	1	0,2	0	1	0	4761
0	0	0	0	0	0	0	0	1	0,583983694	0	0	0	0	0	0	0	0,5	0	0	1	0,9	0	1	0	5416
0	0	0	0	0	0	0	0	1	0,509445595	0	0	0	0	0	0	0	0,214285714	0	0	1	0,9	0	1	0	5300
0	0	0	0	0	0	0	0	1	0,509445595	0	0	0	0	0	0	0,021276596	0,357142857	0	0	1	0,9	0	1	0	4469
0	0	0	0	0	0	0	0	1	0,494142822	0	0	0	0	0	0	0,015957447	0,285714286	0	0	1	0,9	0	1	0	4615
0	0	0	0	0	0	0	0	1	0,857970529	0	0	0,514705882	0,266666667	0	0	0	0	0	0	1	1	0	0	1	5820
0	0	0	0	0	0	0	0	1	0,538866569	0	0	0,411764706	0,066666667	0	0	0	0	1	0	0	0,5	0	0	1	4833
0	0	0	0	0	0	0	0	1	0,223756264	0	0	0,691176471	0,533333333	0	0	0	0	0	0	1	0,8	0	0	1	5379
0	0	0	0	0	0	0	0	1	0,862143544	1	0,3	0	0	0	0	0	0	0	0	1	0,2	0	0	1	4358
0	0	0	0	0	0	0	0	1	0,554400318	1	1	0	0	0	0	0	0	0	0	1	0,2	0	0	1	5333
0	0	0	0	0	0	0	0	1	0,233743796	1	0,5	0	0	0	0	0	0	0	0	1	0,4	0	0	1	4000
0	0	0	0	0	0	0	0	1	0,303969817	0	0	0	0	0,087837838	0,266666667	0	0	0	0	1	0,5	0	0	1	4461
0	0	0	0	0	0	0	0	1	0,256494533	0	0	0	0	0,087837838	0,333333333	0	0	0	1	0	1	0	0	1	4615
0	0	0	0	0	0	0	0	1	0,509445595	0	0	0	0	0	0	0,117021277	0,285714286	0	0	1	0,9	0	0	1	4761
0	0	0	0	0	0	0	0	1	0,509445595	0	0	0	0	0	0	0,117021277	0,285714286	0	0	1	0,9	0	0	1	4583
0	0	0	0	0	0	0	0	1	0,494142822	0	0	0	0	0	0	0,106382979	0,285714286	0	0	1	0,9	0	0	1	5121
