score	page_count	total_mp3	good_mp3	av_mp3	av_good	av_author	av_album	own_mp3	forum	domen_level	c0	c1	c2	c3
3	7	7	7	1.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1	0.0753438319243	0.102744608623	0.361692128131	0.460219431321
3	2	6	3	3.000000	1.500000	1.500000	1.500000	0.000000	0.000000	2	0.245448639597	0.508538624505	0.00997440558065	0.236038330317
3	1119	11405	10879	10.192136	9.722073	2.650581	1.706881	1.000000	0.000000	2	0.204358057728	0.0348210679803	0.284266326931	0.476554547361
3	1	21	17	21.000000	17.000000	1.000000	1.000000	0.000000	1.000000	2	0.411183175214	0.241065152371	0.018317604761	0.329434067654
3	56	265	130	4.732143	2.321429	1.946429	1.910714	0.535714	0.000000	1	0.140160177182	0.0238822345057	0.194965734126	0.640991854186
3	1	2	1	2.000000	1.000000	2.000000	1.000000	1.000000	1.000000	2	0.459263572462	0.0103127682432	0.130367800768	0.400055858527
3	330	491	18	1.487879	0.054545	1.015152	1.000000	1.000000	0.000000	3	0.0108912724267	0.131743907198	0.390974664039	0.466390156337
3	6	6	3	1.000000	0.500000	1.000000	1.000000	1.000000	0.000000	2	0.251790722467	0.0126898441758	0.271781709197	0.46373772416
3	3	20	5	6.666667	1.666667	3.000000	2.000000	1.000000	1.000000	2	0.280464393059	0.0124922418466	0.323036328678	0.384007036417
3	2	4	0	2.000000	0.000000	2.000000	1.000000	1.000000	0.000000	1	0.0507541940782	0.0507541940782	0.338029426819	0.560462185025
3	25	187	152	7.480000	6.080000	1.320000	2.720000	1.000000	0.000000	2	0.016532093537	0.119485332827	0.377227605991	0.486754967645
3	162	516	0	3.185185	0.000000	1.259259	1.000000	1.000000	0.000000	2	0.0583215548425	0.00993755200293	0.359045116195	0.57269577696
3	1	10	8	10.000000	8.000000	2.000000	6.000000	1.000000	1.000000	2	0.255959329349	0.00771340727681	0.25894527883	0.477381984544
3	2	2	2	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	2	0.196051487769	0.638275966498	0.00861435976807	0.157058185965
3	239	2713	633	11.351464	2.648536	1.033473	1.000000	1.000000	0.000000	2	0.389115431444	0.372982457975	0.0136971961873	0.224204914394
