"price"	"displacement"	"run"	"year"
"367500.0"	"0.7071067811865476"	"0.8645372313078652"	"0.3535533905932738"
"405000.0"	"0.7071067811865476"	"0.8827029962906549"	"0.3149802624737183"
"372400.0"	"0.5"	"0.8615461597120172"	"0.3968502629920499"
"607600.0"	"0.4454493590701697"	"0.9513182763317992"	"0.6299605249474366"
"2376500.0"	"1.0"	"0.9713074955416333"	"0.7071067811865476"
"732550.0"	"0.5746810304263745"	"0.9425917765358085"	"0.7937005259840998"
"715000.0"	"0.55864356903611"	"0.9427845359182395"	"0.6299605249474366"
"1053500.0"	"0.55864356903611"	"0.942817210906598"	"0.7071067811865476"
"325000.0"	"0.7071067811865476"	"0.8044083709419158"	"0.25"
"502250.0"	"0.7069706473282642"	"0.8133791981321259"	"0.3535533905932738"
"492450.0"	"0.7071067811865476"	"0.8827029962906549"	"0.3968502629920499"
"529000.0"	"0.5370229151852058"	"0.9100388240808991"	"0.5"
"1249500.0"	"0.55864356903611"	"0.9668741343374692"	"0.7937005259840998"
"1127000.0"	"0.6422073630593559"	"0.9330329915368074"	"0.6299605249474366"
"499000.0"	"0.4993265608357332"	"0.8910177023631919"	"0.4454493590701697"
"1310750.0"	"0.5746810304263745"	"0.9460576467255959"	"0.7937005259840998"
"1151500.0"	"0.5746810304263745"	"0.9467136312367139"	"0.7071067811865476"
"1109850.0"	"0.7033049235747331"	"0.9508864650172562"	"0.7071067811865476"
"612500.0"	"0.5612310241546865"	"0.8949010027070361"	"0.5"
"980000.0"	"0.7071067811865476"	"0.9382211965006712"	"0.5612310241546865"
"3275650.0"	"0.9996149923674896"	"0.9760994164872777"	"0.8908987181403393"
"1788500.0"	"0.5746810304263745"	"0.984641191716969"	"0.8908987181403393"
"490000.0"	"0.7033049235747331"	"0.8533372906744402"	"0.3535533905932738"
"600000.0"	"0.7071067811865476"	"0.9592641193252643"	"0.5"
"550000.0"	"0.4438227591109156"	"0.9467136312367139"	"0.6299605249474366"
"1261750.0"	"0.5612310241546865"	"0.9996534864594093"	"0.7071067811865476"
"1161300.0"	"0.55864356903611"	"0.969289816935065"	"0.7937005259840998"
"1597000.0"	"0.5832645197880583"	"0.9814590638534793"	"0.8908987181403393"
"815850.0"	"0.55864356903611"	"0.9619274546647747"	"0.7071067811865476"
"612500.0"	"0.7071067811865476"	"0.9882856515007326"	"0.3968502629920499"
"612500.0"	"0.55864356903611"	"0.9150991681279284"	"0.5612310241546865"
"440000.0"	"0.7071067811865476"	"0.8705505632961241"	"0.3968502629920499"
"3185000.0"	"0.8579044552115852"	"0.9917167307382933"	"0.8908987181403393"
"624999.0"	"0.55864356903611"	"0.9629281107307349"	"0.5612310241546865"
"400000.0"	"0.7071067811865476"	"0.9021486026088954"	"0.3535533905932738"
"950000.0"	"0.9996149923674896"	"0.9473700705992677"	"0.5612310241546865"
"650000.0"	"0.7033049235747331"	"0.9201876506248751"	"0.4454493590701697"
"1043700.0"	"0.5590739816642407"	"0.9999438566544713"	"0.7071067811865476"
"1680000.0"	"0.5746810304263745"	"0.9979227189990506"	"0.8908987181403393"
"1075550.0"	"0.7033049235747331"	"0.9395227492140118"	"0.6299605249474366"
"683256.0"	"0.4438227591109156"	"0.9713074955416333"	"0.7071067811865476"
"490000.0"	"0.7033049235747331"	"0.8827029962906549"	"0.3968502629920499"
"550000.0"	"0.7071067811865476"	"0.8796490759224357"	"0.3968502629920499"
"3552500.0"	"0.8579044552115852"	"0.9889709163809315"	"0.8908987181403393"
