1	0	0	0	0	0	0	0	0	0,506979736	0	0	0	0,13047619	0,150285714	0,26	0	0	0	0	0	0	0	0	1	0,8	1	0	0	0
1	0	0	0	0	0	0	0	0	0,398872616	0	0	0	0,122857143	0,122857143	0,153333333	0	0	0	0	0	0	1	0	0	0,4	1	0	0	0
1	0	0	0	0	0	0	0	0	0,36754683	0	0	0	0,138095238	0,154857143	0,313333333	0	0	0	0	0	0	0	1	0	1	1	0	0	0
1	0	0	0	0	0	0	0	0	0,22006475	0	0	0	0,13047619	0,132	0,366666667	0	0	0	0	0	0	0	1	0	0,5	1	0	0	0
1	0	0	0	0	0	0	0	0	0,146604366	0	0	0	0,13047619	0,122857143	0,153333333	0	0	0	0	0	0	1	0	0	0,2	1	0	0	0
1	0	0	0	0	0	0	0	0	0,033655823	0	0	0	0,138095238	0,164	0,366666667	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1	0	0	0	0	0	0	0	0	0,579949824	0,13047619	0,164	0,313333333	0	0	0	0	0	0	0	0	0	1	0	0	0,5	1	0	0	0
1	0	0	0	0	0	0	0	0	0,323760746	0,122857143	0,109142857	0,153333333	0	0	0	0	0	0	0	0	0	0	0	1	0,4	1	0	0	0
1	0	0	0	0	0	0	0	0	0,035747842	0,122857143	0,113714286	0,153333333	0	0	0	0	0	0	0	0	0	0	0	1	0,2	1	0	0	0
1	0	0	0	0	0	0	0	0	0,465547406	0	0	0	0	0	0	0,13047619	0,132	0,206666667	0	0	0	0	0	1	0,5	1	0	0	0
1	0	0	0	0	0	0	0	0	0,190782398	0	0	0	0	0	0	0,153333333	0,122857143	0,153333333	0	0	0	0	0	1	0,4	1	0	0	0
1	0	0	0	0	0	0	0	0	0,038075319	0	0	0	0	0	0	0,145714286	0,118285714	0,153333333	0	0	0	0	1	0	0,4	1	0	0	0
1	0	0	0	0	0	0	0	0	0,224066671	0	0	0	0	0	0	0	0	0	0,122857143	0,150285714	0,26	0	0	1	0,9	1	0	0	0
1	0	0	0	0	0	0	0	0	0,52449466	0	0	0	0,22952381	0,218857143	0,313333333	0	0	0	0	0	0	0	0	1	0,8	0	1	0	0
1	0	0	0	0	0	0	0	0	0,199712976	0	0	0	0,221904762	0,182285714	0,153333333	0	0	0	0	0	0	1	0	0	0,4	0	1	0	0
1	0	0	0	0	0	0	0	0	0,158989123	0	0	0	0,214285714	0,228	0,473333333	0	0	0	0	0	0	0	0	1	1	0	1	0	0
1	0	0	0	0	0	0	0	0	0,039968298	0	0	0	0,160952381	0,145714286	0,206666667	0	0	0	0	0	0	0	1	0	0,5	0	1	0	0
1	0	0	0	0	0	0	0	0	0,03090534	0	0	0	0,29047619	0,209714286	0,26	0	0	0	0	0	0	0	0	1	0,8	0	1	0	0
1	0	0	0	0	0	0	0	0	0,632439768	0,214285714	0,223428571	0,26	0	0	0	0	0	0	0	0	0	0	0	1	0,5	0	1	0	0
1	0	0	0	0	0	0	0	0	0,437695661	0,214285714	0,200571429	0,206666667	0	0	0	0	0	0	0	0	0	1	0	0	0,4	0	1	0	0
1	0	0	0	0	0	0	0	0	0,362235535	0,252380952	0,223428571	0,313333333	0	0	0	0	0	0	0	0	0	0	0	1	0,4	0	1	0	0
1	0	0	0	0	0	0	0	0	0,034007575	0,214285714	0,186857143	0,153333333	0	0	0	0	0	0	0	0	0	0	1	0	0,4	0	1	0	0
1	0	0	0	0	0	0	0	0	0,497924873	0	0	0	0	0	0	0,153333333	0,141142857	0,206666667	0	0	0	0	0	1	0,4	0	1	0	0
1	0	0	0	0	0	0	0	0	0,283613867	0	0	0	0	0	0	0,199047619	0,177714286	0,153333333	0	0	0	1	0	0	0,5	0	1	0	0
1	0	0	0	0	0	0	0	0	0,211539646	0	0	0	0	0	0	0,160952381	0,154857143	0,153333333	0	0	0	0	0	1	1	0	1	0	0
1	0	0	0	0	0	0	0	0	0,03812814	0	0	0	0	0	0	0,214285714	0,168571429	0,153333333	0	0	0	0	0	1	0,2	0	1	0	0
1	0	0	0	0	0	0	0	0	0,143388375	0	0	0	0	0	0	0	0	0	0,199047619	0,237142857	0,366666667	0	0	1	0	0	1	0	0
1	0	0	0	0	0	0	0	0	0,143388375	0	0	0	0	0	0	0	0	0	0,214285714	0,223428571	0,473333333	0	0	1	0	0	1	0	0
1	0	0	0	0	0	0	0	0	0,525586451	0	0	0	0,275238095	0,264571429	0,26	0	0	0	0	0	0	0	0	1	0,5	0	0	1	0
1	0	0	0	0	0	0	0	0	0,414372448	0	0	0	0,343809524	0,287428571	0,206666667	0	0	0	0	0	0	1	0	0	0,5	0	0	1	0
1	0	0	0	0	0	0	0	0	0,385552703	0	0	0	0,320952381	0,269142857	0,206666667	0	0	0	0	0	0	0	1	0	0,5	0	0	1	0
1	0	0	0	0	0	0	0	0	0,149892486	0	0	0	0,343809524	0,337714286	0,313333333	0	0	0	0	0	0	0	1	0	1	0	0	1	0
1	0	0	0	0	0	0	0	0	0,042836961	0	0	0	0,336190476	0,246285714	0,153333333	0	0	0	0	0	0	0	0	1	0,4	0	0	1	0
