56984	456345,269304	55500	457618,241471	95140	424242,101717	94453	424684,939521	113015	404750,069707	112406	405029,826520	125343	383646,123186			135172	360722,505928			145937	333238,782538			153531	310796,073692			163562	278460,113146			169203	263908,841153			173672	252518,320804			178406	244117,010259			
63390	450381,387060	61281	451229,650153	101422	419113,199264	100109	419960,031291	119156	395662,440912	118562	395104,174347	130953	369872,360303			140937	342598,755872			151781	313607,833034			160218	292656,458541			169515	262566,097453			175109	250073,704509			179312	238318,734777			184453	229603,433287			
69172	444560,431198	67734	445436,018993	107343	412406,981949	106078	413644,568229	125828	383363,187873	125343	383117,869260	136453	353838,198823			147203	322924,723546			158703	295285,339875			166453	275806,781967			175343	248020,974036			181047	236978,400086			185406	226539,095568			190422	219027,305512			
75156	439337,700200	73812	439820,212322	113406	404109,737912	112312	404721,051762	131250	370444,845744	131015	369180,399565	142578	336261,389668			153250	303706,408247			164984	279798,126172			172250	260277,136179			181047	235486,553001			186797	225052,549580			191500	221334,221307			196625	210019,203883			
81297	434086,556975	80078	434858,693188	119484	394257,815217	118687	395077,738888	136984	353997,203985	136812	353274,928188	148500	316215,070361			159843	284935,422015			170843	264618,936722			178109	247180,639082			186906	222646,200604			192890	218035,185939			197484	216809,752453			203187	204625,978577			
87250	429432,687342	86031	430362,791967	125937	381829,115049	125531	382901,599087	143187	335137,709636	142984	334511,323235	154500	297670,124543			166265	268107,576406			176437	252796,554402			183968	233386,992781			193312	215943,818707			198734	208982,527929			204484	208105,628224			210093	202222,512131			
93547	424779,160081	91937	425903,027496	131500	368780,216341	131156	369589,690845	149281	314965,953215	148593	315511,336579	160875	279142,205332			171828	252705,435033			182172	239056,242485			190015	224689,580718			199562	206931,975897			205484	201911,521149			211375	202993,088219			217500	200193,297846			
99859	419860,176819	98156	420955,667167	137453	352209,750569	136875	353147,385639	155703	296599,733249	154875	296411,702766	167078	262570,071247			177703	239241,059744			188125	227649,536619			196390	215478,548705			206234	200394,527368			212656	199456,061490			218468	200791,166153			224500	198679,387453			
105797	413705,041166	104047	415128,522602	143312	333261,986581	143140	334757,443276	162078	277856,389439	161656	276506,108592	172828	247381,645898			183187	225099,615946			194031	218019,939968			203078	210381,601298			213531	198186,054811			219718	197286,471304			225812	199196,988957			231640	197306,646737			
112015	405515,039885	110000	407141,580649	149375	313368,668615	149156	313051,915685	167937	262506,149176	167343	260691,986259	178593	237144,346405			189125	214151,648798			200562	212126,797371			210109	208632,789331			220453	196257,807672			227078	195862,839599			232922	197773,671406			238687	195751,836077			
118343	395377,104697	116547	397699,670537	155703	295251,506313	155578	294417,891399	173750	247532,878930	172937	244290,074534	184453	227316,419916			194859	205659,254861			207656	205496,506334			217593	206094,827735			227422	194784,048586			234125	194404,514504			239875	196394,048004			245672	195812,541214			
125078	383761,250504	123375	386839,867758	162140	277550,722256	162078	275074,355571	179422	236181,962190	178734	234494,559890	190453	221312,276248			201375	201176,503183			214859	202105,495285			224672	204232,672545			234750	193086,771941			241453	193412,182856			247093	195726,687829			252390	194919,466213			
130625	370518,003523	128828	373971,663458	167937	262882,490226	168000	258947,898051	185343	226901,632094	184843	224037,754323	196562	216059,856975			208718	199127,575817			222156	200355,437531			231922	202363,170207			241703	192871,841214			248547	193429,609657			253437	194596,451753			259015	194073,112973			
136406	354249,671608	134359	360339,276225	173843	248296,035040	173843	244115,269235	190968	216899,145483	190531	214492,728585	203234	206701,500879			215609	197280,628497			229172	199490,078070			239203	200963,925572			248625	191234,792061							260172	193841,062377			265375	192910,215646			
142515	336602,499624	140140	342212,539668	179843	235706,065876	179593	232790,129129	197234	209546,259394	197328	209539,790666	210187	202610,047467			222672	195836,669704			236328	197358,401095			246297	201027,001361			255000	191185,036788							266656	192798,297005			271890	192546,312838			
148250	317343,494627	146140	324272,096467	185781	224565,085927	185656	222666,478866	204297	206289,044212	204625	206581,145289	217281	200271,655416			229703	194720,311583			243297	196444,124292			252812	199108,390865			261468	189602,653987							273250	192524,373163			278531	192007,904906			
154406	300044,179382	152015	304945,418422	191672	213922,737835	191750	211816,913894	211468	204477,617026	211890	204209,448764	224328	198525,837724			236922	193195,489918			250218	195548,744470			259250	198251,882176			268343	189331,979331							279547	191729,247146			285359	191253,751555			
160968	282483,219151	158797	286377,978284	198578	207222,191127	198203	206640,270281	218672	202418,187520	218672	202059,468759	231375	196823,633911			243984	192910,032848			256875	194811,258336			265890	197079,932607			275109	188501,762812							285968	191160,996967			292140	190755,264683			
167156	268210,403244	165047	270575,420180	205968	204478,687269	205281	203885,110314	225562	200587,740007	225922	200579,145623	238547	195732,827479			250531	192203,637384			263281	193600,474389			272843	196788,460600			281750	187845,577939							292734	191205,154242			298687	190394,745391			
172859	253378,966533	170968	255297,733304	213328	202324,896620	212250	201756,156665	232468	198869,520676	233015	199553,172853	245406	195574,101502			257250	191494,022342			270468	193513,545716			279453	196206,687865			288328	187404,112980							298984	190751,433680			304828	190152,741031			
178828	241599,719432	176640	243020,057150	220531	200562,887289	219984	199360,572425	239531	197255,700995	240047	197801,038906	251968	193642,529545			263812	190409,471921			277015	192787,519424			286125	195531,592897			294843	187130,729928							305078	190554,298533			310609	189764,195397			
184406	227664,250610	182437	230000,843983	227797	198822,952655	226797	197647,284374	246422	197175,388142	246765	197259,832262	258625	193124,646447			270515	191037,485834			283937	191753,989175			292672	195298,396527			301172	186529,976874							310906	190213,753193			316593	189117,351707			
190343	220157,795870	188562	222081,470190	234593	197025,229937	234422	196064,360891	252812	195677,644826	253312	196274,268841	265218	192401,452134			277359	189701,743038			290484	191278,466656			298765	194869,727835			307218	186427,399115							316703	189642,642179			322734	188651,503698			
196453	210983,210615	194453	212687,616061	241640	195564,020628	241547	194573,014753	259218	194627,442131	259875	195491,830958	271859	191904,448620			283937	188979,758358			297265	191179,865353			304937	194289,711717			313312	185950,667797							322812	189171,433555			329047	188462,309819			
203172	204580,975611	201172	206446,889716	248687	194800,870106	248640	193857,422950	265968	193947,745604	266156	194215,828647	278484	191469,078329			290562	188710,514987			303250	190267,374796			311031	193969,503116			319297	185732,832373							328859	189090,589772			334672	188480,881039			
210172	202405,434900	208468	204181,359480	255390	193890,651791	255390	192778,151390	272687	193373,338216	272922	193896,544819	285140	190990,607909			297672	188239,744231			309359	190507,261030			316937	193358,415138			325375	185360,682803							334672	188917,696126							
217250	200241,901120	215297	201160,921438	262000	192483,499638	262047	191906,067602	278890	192754,119195	279547	193277,428221	291968	190604,624261			303781	188074,979647			315578	190050,054608			323343	192720,357831			331484	185449,202806							338687	188561,206602							
224593	198960,773620	222093	199540,220995	268672	192235,487358	268515	191499,942519	285562	192200,102063	286125	192774,032049	298343	190404,616750			309640	187916,979236			321703	189041,370175			329593	192370,437570			336172	185146,816098							342750	188474,640300							
231578	197318,995672	229234	198254,319458	275234	191659,654552	274984	190836,594037	292500	191785,529746	293062	192281,542832	304328	190276,004766			315578	187307,636228			327515	188936,506958			335031	192068,665813			340218	185032,427525							346687	188711,398441							
239031	195851,890500	236093	196309,061762	281750	190862,185224	281640	190378,688247	299109	191651,651053	299515	192001,665779	310250	190532,707126			321625	186732,976120			333265	188517,816968			339062	191884,559904			344297	184645,278761							350797	188579,388932							
245843	195671,073302	243375	197374,665979	288531	190367,249675	288297	190068,220047	305031	191320,536346	305515	191776,634463	316281	189975,784555			327515	186771,950584			337687	188201,259364			343172	191476,558166			348390	184597,598435							354578	188261,671992							
252625	195091,171784	250172	194582,198394	295515	189876,257729	295062	189797,133295	311468	191145,267577	311343	191997,612219	322312	189363,784351			333015	186180,857515			341812	187963,022507			347015	191165,624266			352390	184788,670517							358406	188266,830394							
259109	193960,511807	256812	193805,309250	301656	189812,407848	301172	189285,591100	317984	190811,962799	317109	190925,993362	328265	188888,565550			337125	186132,977934			345859	187774,161307			351125	198254,105292			356406	184457,302739															
265968	192915,340304	263593	192619,505126	307547	189564,015625	307390	188993,967731	323859	190319,221368	323500	190363,443496	334015	188665,610086			341234	185820,602859			349906	187828,839355			355203	190961,521949			360093	185690,645748															
272718	192591,556140	270468	192701,542692	313515	189642,011968	313250	188750,554947	329812	190115,214693	329453	190120,653466	338109	188482,635419			345156	185491,464529			353937	188022,919753			358890	190743,911375			363672	184783,017223															
279297	191990,497478	277281	191714,149496	319562	188367,249625	319250	188639,950998	335062	189973,758469	334953	190139,390372	342218	188246,163072			349109	185575,478329			358000	187857,712044			362437	190639,005491			366906	184569,111693															
285828	191409,705214	284000	190930,085528	325672	187894,951362	325250	187999,773637	339031	189915,409037			346218	188121,537950			353078	188952,363416			361453	187679,087960			365906	190471,500392			369140	184174,290024															
292734	190946,627112	290562	190654,911954	332015	187862,484031	331172	186930,554525	343015	189743,285886			350250	188237,801965			357047	185974,143444			364984	187871,644998			368593	190211,483822			371125	184192,736436															
299265	190471,486164	297265	190631,103371			335797	186783,061871	346968	189272,916583			354250	188559,357585			360531	185698,482129			367797	187908,207767			370593	190365,124048																			
305359	190125,151157					339812	186635,418057	350922	189473,820473			358281	189139,963452			364109	185597,067687			369812	188097,688911			372078	190031,419880																			
311515	189733,970255					343828	186470,812353	354922	189798,855211			361765	188323,745305			367343	185575,497661			371547	187736,252789			373640	189607,748143																			
317609	189564,335229					347828	186328,536813	358812	189302,712634			365172	187890,400180							373093	187524,094610			375093	189355,074207																			
323593	188710,520850					351906	186259,486935	362343	189181,211469			367922	187859,858604							374656	187385,937222			376640	189287,062811																			
329515	188531,783627					355656	186415,716187	365734	189249,342242											376203	187460,696582			378078	189080,453925																			
334812	188472,848214					359375	186221,132103	368187	189117,658925											377703	187243,437907			379640	188933,898919																			
						362750	185704,889633	370250	188900,637468											379234	186869,975151			381125	188804,596822																			
						366406	185646,140882	371922	188829,717155											380781	186767,900400			382656	188672,710567																			
								373500	188757,036222											382328	186627,863089			384234	188591,591002																			
								375000	188616,634707											383859	186398,328886			385859	188546,995706																			
								376515	188701,537440											385312	186302,697542			387422	188517,505220																			
								378031	188553,096905											386843	186266,303089			388953	188486,100042																			
								379562	188431,037205											388375	186099,930859			390468	188332,750867																			
								381109	188311,026752											389828	185848,021486			391922	188195,393076																			
								382656	188193,779304											391359	185781,423886			393406	188163,457812																			
								384187	188147,163414											392797	185939,315509			394906	188121,562782																			
								385656	187165,578780											394250	185878,203153			396375	187868,880918																			
								387203	187028,363753											395734	185727,345727			397828	187746,584642																			
								388703	186910,909549											397187	185587,917192			399234	187611,399713																			
								390125	185863,341426											398656	185463,649803			400703	187537,080061																			
								391672	185413,702374											400078	185415,217886			402125	187315,700213																			
								393140	185235,105060											401515	185308,333046			403625	187174,709455																			
								394562	182724,921518											402953	185042,725029			405062	187157,037411																			
								396000	182321,809946											404515	184838,537760																							
								397422	180600,567189											405609	184739,340009																							
								398750	177860,351010											406640	184615,049921																							
								400047	174321,443742											407640	184445,172595																							
								401515	172934,013408											408593	184309,707995																							
								402859	169145,073872											409531	184171,800320																							
								404453	168059,140572											410531	184098,938940																							
								405437	165295,998793											411531	183976,365634																							
								406390	164312,754383											412562	183891,110152																							
								407390	163364,147178											413593	183814,591779																							
								408343	162609,612559											414547	183724,536746																							
								409281	160840,172469											415547	183656,653668																							
								410234	159768,046529											416578	183599,686815																							
								411218	159172,995287											417609	183545,118614																							
								412234	158922,109223											418547	183499,836991																							
								413265	159007,331389											419515	183460,241825																							
								414281	158691,049533											420547	183449,705392																							
