262124,4710
377539,2473
595862,3614
746785,9190
1816313,4411
340860,2684
81186,1131
477775,4417
406165,6277
419441,0421
599066,0939
384903,5114
245307,4204
823681,5277
728664,8689
165653,7873
367168,1176
437907,2411
157698,5341
775223,5223
196547,9449
761027,1379
371935,7102
445349,0881
857947,1821
915046,0512
417674,2299
1029913,9490
1129802,7440
476676,3375
597041,5825
208239,1048
662838,0843
362168,5811
557793,3565
468842,4745
72774,9360
390449,8742
1513674,0829
464082,6424
579135,5714
1309356,3233
965174,2306
407698,2773
432438,7983
116952,3249
429458,7958
605702,4639
687863,2620
1617912,5569
215976,2442
137722,6052
240593,3002
2041108,0416
245933,2350
355920,0618
92828,5086
125617,2179
1634721,7584
519089,6082
170601,8599
823603,1533
317684,7607
481824,4937
369765,5805
751127,2931
1381626,4085
1908823,3767
2372925,7892
100664,6065
589166,5627
900171,9145
257442,1773
455876,6947
1520031,1598
759905,5076
186082,9511
447168,1896
645600,4499
1466557,0947
321899,7134
1177716,0356
85699,2640
255614,7961
269697,2426
429201,5982
391370,3410
485395,4457
324994,7193
113333,5912
109437,6005
439198,2270
501815,7707
1915087,2277
461021,7071
634023,4094
768064,1966
705106,8589
1552790,0362
324984,5860
228673,1215
544123,2621
879564,6810
800694,0715
407114,9223
358171,0151
636358,4545
558027,1246
490058,8314
429009,3752
251736,6106
799562,3903
225198,9064
916741,6554
202098,6569
446155,5481
296827,3593
489325,1711
372621,3377
921218,8035
782018,7923
189023,0967
968842,2225
636249,1034
232767,4164
852479,5123
398823,8966
673191,3020
577987,8153
226954,8748
175989,2776
350065,2208
382691,6160
396807,8888
462329,8270
260483,8574
323574,4903
689272,5926
243403,7132
603476,1212
274902,7494
741769,5335
3062383,4061
149716,4947
338362,0698
323003,0807
474582,2497
1707197,5585
699648,7869
370145,6166
2332575,8647
1857855,0760
518942,0865
482942,2905
1154554,3737
207076,6753
1105848,0730
229161,5954
444383,5788
182055,6302
363091,1192
323942,9536
492946,6934
140198,4870
92666,3489
624681,5624
153642,1044
395907,8722
208374,3166
523500,8662
275806,1161
149936,4794
135982,4477
2332575,8647
1932506,8632
530462,1965
2458160,9712
2056878,2243
688355,6227
244804,1221
294646,6782
251622,4739
414017,2957
616369,0409
611127,0116
962259,3273
656810,6552
618469,7919
1059552,3000
960523,7778
830830,0507
164903,2433
128118,0776
714771,8287
431772,0588
263730,4259
177910,1520
3387198,3333
184645,2223
2483021,7210
120987,4927
713157,7512
1459666,9735
428540,9916
348239,4924
1139671,7239
756777,9270
342304,1186
788967,5942
148092,7174
501943,1869
1575505,0400
313570,3652
360864,3076
1127899,3982
261674,3157
140563,8937
266506,2385
2483056,8525
439265,2443
397742,8184
133530,9700
410468,7819
459588,8724
775223,5223
743876,4929
479826,7006
169503,4841
116199,7095
769028,8847
259987,3106
366585,4493
147538,7914
872471,2524
207920,0274
290686,7487
1435770,3829
892482,4440
2170465,4865
957310,0249
626178,8688
151299,7663
987455,7127
234006,0348
861032,6576
1045641,4797
994886,9854
827814,7021
232176,3315
430890,4845
284166,0029
325052,4414
509029,6430
1077210,8341
85926,8142
278062,5762
397510,7368
153008,0874
519024,4473
1289031,3124
2483050,9972
509510,9140
91613,9508
173003,5569
329970,2440
509062,8411
809244,9205
216976,0685
1708417,1495
686018,1356
640348,4314
408814,5538
493146,8038
270746,4364
213867,5142
326878,3128
423349,5530
167624,1331
539788,5935
1029417,1669
171534,8516
336338,1238
131119,9256
759799,4970
1101135,0868
418168,0010
1279704,9184
307466,2200
375996,6451
454184,7653
174170,9531
745307,2770
542826,7238
270254,4943
163624,1519
585096,8546
2297930,5445
192072,9236
340335,2053
669137,1212
220004,6865
267051,3889
323705,0225
103300,7703
96085,4525
381881,0204
277795,1329
698655,0651
284567,8654
251229,4139
466778,3997
66411,6765
619680,1687
490236,3157
967124,1079
160363,9123
318367,4351
682887,7134
659990,7635
2483062,7078
192035,0586
209871,5496
1003949,3490
440853,8571
481292,1081
290263,7884
699936,3082
712981,8046
835553,9964
229715,4055
627544,7981
301544,0564
159479,7219
704268,7893
269061,3226
393432,3030
271588,4911
93054,1701
297304,3953
1025104,8281
494988,8953
269041,7796
314264,4622
288472,5455
794497,4486
244208,7474
205112,9884
302018,4296
553653,5015
585676,8876
326323,9789
908434,3504
1100853,7950
403085,2372
65575,4538
738352,0844
939249,8533
281828,1585
2043272,9567
1079278,3321
1293188,0844
1260056,9731
439582,6418
411202,1083
453806,9508
1168386,1823
3384863,6303
1160695,5858
751181,3044
240455,9298
139684,5384
185581,8603
236265,5739
472378,1910
799244,3172
450970,6567
421434,8507
479192,2351
67447,0668
303890,5652
639401,7856
334248,1342
437548,3706
482011,7512
109450,1256
384782,7843
154319,1499
686494,0375
257873,1870
181424,6814
480041,0941
412701,1860
353236,2027
1102318,9100
566784,7202
108655,7622
291636,5345
911913,7719
349609,5156
596862,1955
217218,2813
458226,9687
198532,3681
1439603,9503
660607,3502
530988,7488
782943,3829
272741,8356
105272,2827
291304,3418
351182,1831
362964,1445
364796,8114
543552,9750
471034,6344
1383070,5301
225549,2092
285890,4771
651183,2894
338424,7144
823680,0223
242513,9995
263236,1634
1122389,7724
393908,0962
243988,9639
432630,0817
1796490,4669
271106,6156
254495,6044
583504,2540
429129,5862
337065,7880
1827500,7384
352925,6596
429953,1426
216264,5941
242433,7912
127229,8474
1306808,1956
2439847,2494
165002,2744
426772,0414
599610,9579
79356,2112
136743,7522
1159711,9568
396692,2924
869022,4311
240640,9857
316392,9467
363528,3526
209428,5923
274055,1290
419066,5697
754280,0178
318833,8698
271861,0482
962673,8449
748481,2634
951758,7874
1744584,9036
2332578,6237
249933,2303
318840,5427
1348618,9950
646656,4525
710167,1794
93036,3462
603029,6515
985350,6083
106029,6506
522653,8515
208653,4029
808597,9256
276377,0299
324692,1152
317050,9684
478238,7465
1098481,3947
388189,7322
688677,0933
938860,8781
341388,4128
229353,3454
1066113,3762
798240,1013
486608,8089
127245,2278
157278,6748
330347,7341
333254,9751
583643,9624
525488,2222
179326,3543
176864,9242
486988,2561
851288,5272
215270,7506
287708,2936
