time	open	high	low	close
2008-07-28 16:50:00	1.0335	1.0338	1.0332	1.0336
2008-07-28 16:51:00	1.0336	1.0338	1.0333	1.0336
2008-07-28 16:52:00	1.0336	1.0338	1.0333	1.0336
2008-07-28 16:53:00	1.0336	1.0339	1.0332	1.0335
2008-07-28 16:54:00	1.0335	1.0337	1.0331	1.0334
2008-07-28 16:55:00	1.0334	1.0338	1.0332	1.0336
2008-07-28 16:56:00	1.0336	1.0338	1.0332	1.0335
2008-07-28 16:57:00	1.0336	1.0338	1.0332	1.0336
2008-07-28 16:58:00	1.0336	1.0338	1.0333	1.0336
2008-07-28 16:59:00	1.0336	1.0338	1.0332	1.0336
2008-07-28 17:00:00	1.0336	1.0339	1.0333	1.0337
2008-07-28 17:01:00	1.0337	1.0339	1.0334	1.0337
2008-07-28 17:02:00	1.0337	1.0339	1.0333	1.0336
2008-07-28 17:03:00	1.0336	1.0339	1.0333	1.0337
2008-07-28 17:04:00	1.0337	1.0339	1.0333	1.0336
2008-07-28 17:05:00	1.0336	1.0339	1.0333	1.0336
2008-07-28 17:06:00	1.0336	1.0341	1.0332	1.0339
2008-07-28 17:07:00	1.0339	1.0341	1.0335	1.0338
2008-07-28 17:08:00	1.0338	1.0341	1.0334	1.0337
2008-07-28 17:09:00	1.0337	1.0340	1.0334	1.0338
2008-07-28 17:10:00	1.0338	1.0340	1.0335	1.0338
2008-07-28 17:11:00	1.0338	1.0340	1.0334	1.0338
2008-07-28 17:12:00	1.0338	1.0339	1.0332	1.0335
2008-07-28 17:13:00	1.0335	1.0338	1.0331	1.0335
2008-07-28 17:14:00	1.0335	1.0338	1.0332	1.0336
2008-07-28 17:15:00	1.0336	1.0337	1.0329	1.0332
2008-07-28 17:16:00	1.0332	1.0335	1.0329	1.0333
2008-07-28 17:17:00	1.0333	1.0336	1.0329	1.0333
2008-07-28 17:18:00	1.0333	1.0335	1.0328	1.0331
2008-07-28 17:19:00	1.0331	1.0334	1.0327	1.0331
2008-07-28 17:20:00	1.0331	1.0332	1.0326	1.0330
2008-07-28 17:21:00	1.0330	1.0332	1.0325	1.0328
2008-07-28 17:22:00	1.0328	1.0332	1.0325	1.0330
2008-07-28 17:23:00	1.0330	1.0333	1.0326	1.0330
2008-07-28 17:24:00	1.0330	1.0335	1.0328	1.0331
2008-07-28 17:25:00	1.0331	1.0335	1.0328	1.0333
2008-07-28 17:26:00	1.0333	1.0335	1.0328	1.0331
2008-07-28 17:27:00	1.0331	1.0334	1.0328	1.0332
2008-07-28 17:28:00	1.0332	1.0334	1.0327	1.0332
2008-07-28 17:29:00	1.0332	1.0337	1.0330	1.0335
2008-07-28 17:30:00	1.0335	1.0341	1.0333	1.0336
2008-07-28 17:31:00	1.0336	1.0340	1.0332	1.0338
2008-07-28 17:32:00	1.0338	1.0343	1.0334	1.0340
2008-07-28 17:33:00	1.0340	1.0343	1.0335	1.0338
2008-07-28 17:34:00	1.0338	1.0346	1.0335	1.0344
2008-07-28 17:35:00	1.0344	1.0348	1.0337	1.0342
2008-07-28 17:36:00	1.0342	1.0346	1.0339	1.0343
2008-07-28 17:37:00	1.0343	1.0346	1.0340	1.0343
2008-07-28 17:38:00	1.0343	1.0345	1.0338	1.0343
2008-07-28 17:39:00	1.0343	1.0347	1.0340	1.0344
2008-07-28 17:40:00	1.0344	1.0347	1.0339	1.0345
2008-07-28 17:41:00	1.0345	1.0347	1.0337	1.0342
2008-07-28 17:42:00	1.0342	1.0345	1.0338	1.0341
2008-07-28 17:43:00	1.0341	1.0343	1.0336	1.0341
2008-07-28 17:44:00	1.0341	1.0344	1.0338	1.0342
2008-07-28 17:45:00	1.0342	1.0344	1.0338	1.0341
2008-07-28 17:46:00	1.0341	1.0347	1.0338	1.0345
2008-07-28 17:47:00	1.0345	1.0350	1.0342	1.0347
2008-07-28 17:48:00	1.0347	1.0349	1.0341	1.0347
2008-07-28 17:49:00	1.0347	1.0349	1.0343	1.0346
2008-07-28 17:50:00	1.0346	1.0350	1.0341	1.0348
2008-07-28 17:51:00	1.0348	1.0354	1.0345	1.0348
2008-07-28 17:52:00	1.0348	1.0352	1.0344	1.0349
2008-07-28 17:53:00	1.0349	1.0352	1.0345	1.0348
2008-07-28 17:54:00	1.0348	1.0349	1.0341	1.0345
2008-07-28 17:55:00	1.0345	1.0347	1.0341	1.0345
2008-07-28 17:56:00	1.0345	1.0349	1.0342	1.0345
2008-07-28 17:57:00	1.0345	1.0348	1.0342	1.0346
2008-07-28 17:58:00	1.0346	1.0351	1.0342	1.0348
2008-07-28 17:59:00	1.0348	1.0351	1.0343	1.0346
2008-07-28 18:00:00	1.0346	1.0355	1.0344	1.0352
2008-07-28 18:01:00	1.0352	1.0355	1.0347	1.0352
2008-07-28 18:02:00	1.0352	1.0357	1.0349	1.0354
2008-07-28 18:03:00	1.0354	1.0357	1.0350	1.0354
2008-07-28 18:04:00	1.0354	1.0358	1.0350	1.0356
2008-07-28 18:05:00	1.0356	1.0358	1.0350	1.0355
2008-07-28 18:06:00	1.0355	1.0359	1.0352	1.0356
2008-07-28 18:07:00	1.0356	1.0357	1.0350	1.0353
2008-07-28 18:08:00	1.0353	1.0360	1.0351	1.0357
2008-07-28 18:09:00	1.0357	1.0362	1.0352	1.0359
2008-07-28 18:10:00	1.0359	1.0363	1.0356	1.0360
2008-07-28 18:11:00	1.0360	1.0362	1.0356	1.0359
2008-07-28 18:12:00	1.0359	1.0363	1.0356	1.0359
2008-07-28 18:13:00	1.0359	1.0363	1.0356	1.0360
2008-07-28 18:14:00	1.0360	1.0363	1.0356	1.0359
2008-07-28 18:15:00	1.0359	1.0361	1.0352	1.0356
2008-07-28 18:16:00	1.0356	1.0357	1.0350	1.0353
2008-07-28 18:17:00	1.0353	1.0355	1.0348	1.0351
2008-07-28 18:18:00	1.0351	1.0354	1.0348	1.0352
2008-07-28 18:19:00	1.0352	1.0354	1.0347	1.0351
2008-07-28 18:20:00	1.0351	1.0354	1.0348	1.0351
2008-07-28 18:21:00	1.0351	1.0352	1.0344	1.0348
2008-07-28 18:22:00	1.0348	1.0350	1.0344	1.0347
2008-07-28 18:23:00	1.0347	1.0350	1.0344	1.0348
2008-07-28 18:24:00	1.0348	1.0352	1.0344	1.0349
2008-07-28 18:25:00	1.0349	1.0352	1.0346	1.0349
2008-07-28 18:26:00	1.0349	1.0353	1.0345	1.0349
2008-07-28 18:27:00	1.0349	1.0352	1.0346	1.0350
2008-07-28 18:28:00	1.0350	1.0352	1.0346	1.0350
2008-07-28 18:29:00	1.0350	1.0352	1.0345	1.0349
2008-07-28 18:30:00	1.0349	1.0351	1.0344	1.0348
2008-07-28 18:31:00	1.0348	1.0350	1.0343	1.0346
2008-07-28 18:32:00	1.0346	1.0350	1.0343	1.0348
2008-07-28 18:33:00	1.0348	1.0351	1.0343	1.0346
2008-07-28 18:34:00	1.0346	1.0349	1.0342	1.0347
2008-07-28 18:35:00	1.0347	1.0352	1.0344	1.0349
2008-07-28 18:36:00	1.0349	1.0354	1.0346	1.0351
2008-07-28 18:37:00	1.0351	1.0354	1.0348	1.0352
2008-07-28 18:38:00	1.0352	1.0354	1.0347	1.0351
2008-07-28 18:39:00	1.0351	1.0355	1.0348	1.0352
2008-07-28 18:40:00	1.0352	1.0354	1.0348	1.0352
2008-07-28 18:41:00	1.0352	1.0354	1.0346	1.0349
2008-07-28 18:42:00	1.0349	1.0353	1.0344	1.0347
2008-07-28 18:43:00	1.0347	1.0350	1.0344	1.0347
2008-07-28 18:44:00	1.0347	1.0350	1.0342	1.0347
2008-07-28 18:45:00	1.0347	1.0350	1.0342	1.0346
2008-07-28 18:46:00	1.0346	1.0348	1.0342	1.0345
2008-07-28 18:47:00	1.0345	1.0351	1.0342	1.0348
2008-07-28 18:48:00	1.0348	1.0351	1.0345	1.0348
2008-07-28 18:49:00	1.0348	1.0351	1.0342	1.0345
2008-07-28 18:50:00	1.0345	1.0349	1.0342	1.0347
2008-07-28 18:51:00	1.0347	1.0351	1.0344	1.0348
2008-07-28 18:52:00	1.0348	1.0350	1.0344	1.0348
2008-07-28 18:53:00	1.0348	1.0352	1.0345	1.0350
2008-07-28 18:54:00	1.0350	1.0352	1.0346	1.0349
2008-07-28 18:55:00	1.0349	1.0352	1.0345	1.0348
2008-07-28 18:56:00	1.0348	1.0350	1.0343	1.0346
2008-07-28 18:57:00	1.0346	1.0348	1.0340	1.0344
2008-07-28 18:58:00	1.0344	1.0348	1.0342	1.0345
2008-07-28 18:59:00	1.0345	1.0351	1.0343	1.0349
2008-07-28 19:00:00	1.0349	1.0351	1.0344	1.0349
2008-07-28 19:01:00	1.0349	1.0350	1.0344	1.0348
2008-07-28 19:02:00	1.0348	1.0353	1.0345	1.0349
2008-07-28 19:03:00	1.0349	1.0351	1.0343	1.0347
2008-07-28 19:04:00	1.0347	1.0349	1.0340	1.0345
2008-07-28 19:05:00	1.0345	1.0349	1.0342	1.0347
2008-07-28 19:06:00	1.0347	1.0349	1.0342	1.0345
2008-07-28 19:07:00	1.0345	1.0347	1.0339	1.0343
2008-07-28 19:08:00	1.0343	1.0347	1.0340	1.0345
2008-07-28 19:09:00	1.0345	1.0346	1.0339	1.0343
2008-07-28 19:10:00	1.0343	1.0348	1.0339	1.0345
2008-07-28 19:11:00	1.0345	1.0347	1.0340	1.0343
2008-07-28 19:12:00	1.0343	1.0347	1.0340	1.0343
2008-07-28 19:13:00	1.0343	1.0347	1.0339	1.0344
2008-07-28 19:14:00	1.0344	1.0347	1.0339	1.0345
2008-07-28 19:15:00	1.0345	1.0346	1.0340	1.0343
2008-07-28 19:16:00	1.0343	1.0346	1.0340	1.0343
2008-07-28 19:17:00	1.0343	1.0346	1.0338	1.0341
2008-07-28 19:18:00	1.0341	1.0345	1.0338	1.0342
2008-07-28 19:19:00	1.0342	1.0344	1.0338	1.0341
2008-07-28 19:20:00	1.0341	1.0344	1.0338	1.0342
2008-07-28 19:21:00	1.0342	1.0343	1.0331	1.0334
2008-07-28 19:22:00	1.0334	1.0336	1.0328	1.0332
2008-07-28 19:23:00	1.0332	1.0337	1.0329	1.0334
2008-07-28 19:24:00	1.0334	1.0337	1.0330	1.0334
2008-07-28 19:25:00	1.0334	1.0335	1.0329	1.0332
2008-07-28 19:26:00	1.0332	1.0334	1.0327	1.0332
2008-07-28 19:27:00	1.0332	1.0336	1.0329	1.0333
2008-07-28 19:28:00	1.0333	1.0335	1.0329	1.0332
2008-07-28 19:29:00	1.0332	1.0336	1.0329	1.0332
2008-07-28 19:30:00	1.0332	1.0335	1.0329	1.0333
2008-07-28 19:31:00	1.0333	1.0338	1.0329	1.0335
2008-07-28 19:32:00	1.0335	1.0337	1.0330	1.0334
2008-07-28 19:33:00	1.0334	1.0336	1.0329	1.0332
2008-07-28 19:34:00	1.0332	1.0335	1.0325	1.0328
2008-07-28 19:35:00	1.0328	1.0331	1.0325	1.0329
2008-07-28 19:36:00	1.0329	1.0331	1.0325	1.0328
2008-07-28 19:37:00	1.0328	1.0330	1.0324	1.0328
2008-07-28 19:38:00	1.0328	1.0332	1.0326	1.0329
2008-07-28 19:39:00	1.0329	1.0332	1.0326	1.0329
2008-07-28 19:40:00	1.0329	1.0332	1.0325	1.0330
2008-07-28 19:41:00	1.0330	1.0333	1.0327	1.0330
2008-07-28 19:42:00	1.0330	1.0333	1.0327	1.0330
2008-07-28 19:43:00	1.0330	1.0332	1.0325	1.0329
2008-07-28 19:44:00	1.0329	1.0331	1.0326	1.0329
2008-07-28 19:45:00	1.0329	1.0335	1.0326	1.0332
2008-07-28 19:46:00	1.0332	1.0335	1.0329	1.0333
2008-07-28 19:47:00	1.0333	1.0336	1.0329	1.0333
2008-07-28 19:48:00	1.0333	1.0336	1.0330	1.0334
2008-07-28 19:49:00	1.0334	1.0336	1.0330	1.0333
2008-07-28 19:50:00	1.0333	1.0335	1.0329	1.0332
2008-07-28 19:51:00	1.0332	1.0335	1.0329	1.0333
2008-07-28 19:52:00	1.0333	1.0335	1.0329	1.0333
2008-07-28 19:53:00	1.0333	1.0336	1.0330	1.0334
2008-07-28 19:54:00	1.0334	1.0336	1.0330	1.0334
2008-07-28 19:55:00	1.0334	1.0336	1.0329	1.0333
2008-07-28 19:56:00	1.0333	1.0335	1.0330	1.0333
2008-07-28 19:57:00	1.0333	1.0338	1.0330	1.0336
2008-07-28 19:58:00	1.0336	1.0340	1.0332	1.0337
2008-07-28 19:59:00	1.0337	1.0340	1.0332	1.0335
2008-07-28 20:00:00	1.0335	1.0338	1.0332	1.0335
2008-07-28 20:01:00	1.0335	1.0344	1.0331	1.0341
2008-07-28 20:02:00	1.0341	1.0343	1.0336	1.0339
2008-07-28 20:03:00	1.0339	1.0344	1.0337	1.0342
2008-07-28 20:04:00	1.0342	1.0345	1.0339	1.0343
2008-07-28 20:05:00	1.0343	1.0344	1.0337	1.0342
2008-07-28 20:06:00	1.0342	1.0345	1.0337	1.0341
2008-07-28 20:07:00	1.0341	1.0344	1.0338	1.0342
2008-07-28 20:08:00	1.0342	1.0345	1.0338	1.0342
2008-07-28 20:09:00	1.0342	1.0345	1.0339	1.0342
2008-07-28 20:10:00	1.0342	1.0344	1.0338	1.0341
2008-07-28 20:11:00	1.0341	1.0344	1.0336	1.0339
2008-07-28 20:12:00	1.0339	1.0343	1.0336	1.0341
2008-07-28 20:13:00	1.0341	1.0344	1.0337	1.0340
2008-07-28 20:14:00	1.0340	1.0342	1.0335	1.0338
2008-07-28 20:15:00	1.0338	1.0340	1.0334	1.0338
2008-07-28 20:16:00	1.0338	1.0341	1.0335	1.0339
2008-07-28 20:17:00	1.0339	1.0342	1.0335	1.0338
2008-07-28 20:18:00	1.0338	1.0342	1.0335	1.0340
2008-07-28 20:19:00	1.0340	1.0342	1.0337	1.0340
2008-07-28 20:20:00	1.0340	1.0344	1.0337	1.0340
2008-07-28 20:21:00	1.0340	1.0343	1.0335	1.0338
2008-07-28 20:22:00	1.0338	1.0342	1.0333	1.0336
2008-07-28 20:23:00	1.0336	1.0341	1.0333	1.0338
2008-07-28 20:24:00	1.0338	1.0341	1.0334	1.0338
2008-07-28 20:25:00	1.0338	1.0340	1.0334	1.0337
2008-07-28 20:26:00	1.0337	1.0341	1.0334	1.0338
2008-07-28 20:27:00	1.0338	1.0341	1.0335	1.0338
2008-07-28 20:28:00	1.0338	1.0340	1.0335	1.0338
2008-07-28 20:29:00	1.0338	1.0340	1.0335	1.0338
2008-07-28 20:30:00	1.0338	1.0340	1.0334	1.0337
2008-07-28 20:31:00	1.0337	1.0340	1.0334	1.0337
2008-07-28 20:32:00	1.0337	1.0340	1.0334	1.0338
2008-07-28 20:33:00	1.0338	1.0341	1.0335	1.0339
2008-07-28 20:34:00	1.0339	1.0341	1.0335	1.0339
2008-07-28 20:35:00	1.0339	1.0341	1.0335	1.0338
2008-07-28 20:36:00	1.0338	1.0341	1.0335	1.0339
2008-07-28 20:37:00	1.0339	1.0341	1.0336	1.0339
2008-07-28 20:38:00	1.0339	1.0341	1.0335	1.0339
2008-07-28 20:39:00	1.0339	1.0341	1.0335	1.0338
2008-07-28 20:40:00	1.0338	1.0340	1.0334	1.0338
2008-07-28 20:41:00	1.0338	1.0340	1.0334	1.0337
2008-07-28 20:42:00	1.0337	1.0339	1.0333	1.0336
2008-07-28 20:43:00	1.0336	1.0338	1.0329	1.0332
2008-07-28 20:44:00	1.0332	1.0334	1.0326	1.0330
2008-07-28 20:45:00	1.0330	1.0332	1.0326	1.0330
2008-07-28 20:46:00	1.0330	1.0332	1.0326	1.0329
2008-07-28 20:47:00	1.0329	1.0332	1.0326	1.0330
2008-07-28 20:48:00	1.0330	1.0332	1.0326	1.0330
2008-07-28 20:49:00	1.0330	1.0333	1.0327	1.0330
2008-07-28 20:50:00	1.0330	1.0332	1.0326	1.0329
2008-07-28 20:51:00	1.0329	1.0331	1.0326	1.0329
2008-07-28 20:52:00	1.0329	1.0334	1.0326	1.0332
2008-07-28 20:53:00	1.0332	1.0334	1.0328	1.0332
2008-07-28 20:54:00	1.0332	1.0334	1.0328	1.0331
2008-07-28 20:55:00	1.0331	1.0333	1.0327	1.0330
2008-07-28 20:56:00	1.0330	1.0332	1.0326	1.0330
2008-07-28 20:57:00	1.0330	1.0333	1.0327	1.0331
2008-07-28 20:58:00	1.0331	1.0332	1.0326	1.0330
2008-07-28 20:59:00	1.0330	1.0332	1.0327	1.0330
